,level_0,index,state,state_location,id,backers_count,parent_id_category,converted_pledged_amount,pledged,name_category,goal,thumb_photo,score,fascia
1890,1890,1890,failed,Lazio,1805165484,5,theater,37,32.0,Musical,1500.0,https://ksr-ugc.imgix.net/assets/021/900/222/e3a60eb6f0adbe8260cc32f4711b4662_original.png?ixlib=rb-1.1.0&crop=faces&w=48&h=27&fit=crop&v=1531589193&auto=format&frame=1&q=92&s=6c4fe75f7aa57ca32c5c7f76f734022c,0.0,Bassa
1891,1891,1891,failed,Lombardia,1805894847,4,comics,80,72.0,Graphic Novels,8000.0,https://ksr-ugc.imgix.net/assets/024/712/318/34b3be3afd1b6f2b4b5bf4fa4da7d88f_original.jpg?ixlib=rb-2.1.0&crop=faces&w=48&h=27&fit=crop&v=1554827557&auto=format&frame=1&q=92&s=10db0880e0321f4e52291c4164a7c652,136.313339709307,Media
1892,1892,1892,failed,Lombardia,1807934683,4,technology,99,81.0,Hardware,100000.0,https://ksr-ugc.imgix.net/assets/018/480/562/831243e41206dbd53d5a718a7607c100_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1515027477&auto=format&q=92&s=355a07274f39a8dfea4483893273102b,0.0,Alta
1893,1893,1893,failed,Veneto,1808176856,1,technology,30,25.0,Apps,30000.0,https://ksr-ugc.imgix.net/assets/019/793/060/da8e0b43c2a792b53879e619e37da4c4_original.png?crop=faces&w=48&h=27&fit=crop&v=1515352682&auto=format&q=92&s=c77bb6b4839a6b82d2f4b1651df5ea7b,92.4747197830428,Alta
1894,1894,1894,successful,Toscana,1808859778,139,fashion,5747,5137.0,Accessories,5000.0,https://ksr-ugc.imgix.net/assets/013/309/569/f42889dcbabfbecc39a637873a0e08e8_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1471647377&auto=format&q=92&s=d0109b67085ecd86e809f27420c42e61,21.8244756718851,Media
1895,1895,1895,failed,Lombardia,1809131355,30,technology,6062,5725.0,Gadgets,20000.0,https://ksr-ugc.imgix.net/assets/012/212/380/0819868c073cce660d5d5156a253da3a_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1464604397&auto=format&q=92&s=193aec762c839fa704f454a71fa8b6e4,19.6282150071486,Alta
1896,1896,1896,successful,Campania,1809847921,3,fashion,127,103.0,Accessories,10.0,https://ksr-ugc.imgix.net/assets/019/679/926/0a381e60dee7af24cdb0f37d17f55460_original.png?crop=faces&w=48&h=27&fit=crop&v=1519257492&auto=format&q=92&s=c7b4db7736dd1283693360155296f3d2,55.7027245348207,Bassa
1897,1897,1897,failed,Piemonte,1809869673,2,music,12,11.0,Classical Music,500.0,https://ksr-ugc.imgix.net/assets/022/983/187/295a97418a15db6de665cfdfe28761aa_original.jpg?ixlib=rb-1.1.0&crop=faces&w=48&h=27&fit=crop&v=1540218860&auto=format&frame=1&q=92&s=9c3c777a448580d32b755dbea2778067,52.7079350109425,Bassa
1898,1898,1898,failed,Lazio,1809878198,17,art,2322,2038.0,Painting,25000.0,https://ksr-ugc.imgix.net/assets/012/398/443/110a53d8da61bc9624caec0b3ebf066e_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1463759100&auto=format&q=92&s=ab949c7522fdedd75c065a486d456e64,155.723869382272,Alta
1899,1899,1899,successful,Piemonte,1810050657,124,comics,2827,2430.0,Comic Books,18.0,https://ksr-ugc.imgix.net/assets/018/545/114/5b3f0763efbd7a90013681217b0d4d32_original.tif?crop=faces&w=48&h=27&fit=crop&v=1506763327&auto=format&q=92&s=7796d01fd1e56de1c261bea1ac019fee,85.5382142186435,Bassa
1900,1900,1900,failed,Piemonte,1811409351,8,publishing,425,375.0,Poetry,4000.0,https://ksr-ugc.imgix.net/assets/012/215/836/8e72ca48327e7e07cca6b221309665d8_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1463742972&auto=format&q=92&s=496b3ec9211985b7493d6321aeded1f6,10.8849616023545,Media
1901,1901,1901,successful,Lombardia,1811766828,297,games,21715,18673.0,Tabletop Games,5835.0,https://ksr-ugc.imgix.net/assets/022/071/227/c6b6d40167f6a0caef4e946133ab944e_original.jpg?ixlib=rb-1.1.0&crop=faces&w=48&h=27&fit=crop&v=1534670079&auto=format&frame=1&q=92&s=c9bf321bef776a4314443c75c58c09a1,36.3662231261554,Media
1902,1902,1902,failed,Lombardia,1812056311,4,photography,120,107.0,Photobooks,2000.0,https://ksr-ugc.imgix.net/assets/013/329/463/598417a707adf219164de7f68e79801c_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1470839046&auto=format&q=92&s=125f6e731d6cfc66a34a090f6701bd8a,0.0,Bassa
1903,1903,1903,successful,Lazio,1812575664,21,technology,1221,1048.0,Apps,1000.0,https://ksr-ugc.imgix.net/assets/020/988/639/495ecef7f01d77f08a83e2da851c0483_original.png?crop=faces&w=48&h=27&fit=crop&v=1529773996&auto=format&q=92&s=48053d8ee20184bf5f643f9aaa69d37e,0.0,Bassa
1904,1904,1904,failed,Lazio,1813078700,5,food,12,11.0,Drinks,50000.0,https://ksr-ugc.imgix.net/assets/012/206/217/38a1be2f5d730414b1b2981b25f1f32e_original.png?crop=faces&w=48&h=27&fit=crop&v=1463742040&auto=format&q=92&s=d596c8d6712a80df621fc5809f2baed3,42.6376833864097,Alta
1905,1905,1905,failed,Lombardia,1814698025,14,crafts,642,533.75,Pottery,2223.0,https://ksr-ugc.imgix.net/assets/019/290/805/71c170606bffb4a3c21cbd3dd486840b_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1511387179&auto=format&q=92&s=84c66df4d01ae848681beb6b5fc64b09,0.0,Bassa
1906,1906,1906,successful,Lombardia,1815124905,40,publishing,2066,1871.0,Zines,1500.0,https://ksr-ugc.imgix.net/assets/013/142/807/20a1a73c8eba6ba90e894668a87aa808_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1469207661&auto=format&q=92&s=8018471abdb24f22a129167fc33f017c,16.5588700753454,Bassa
1907,1907,1907,failed,Piemonte,1817422487,1,publishing,1,1.0,Young Adult,500.0,https://ksr-ugc.imgix.net/assets/012/441/677/d8bc272b4a5fd8aaaac233c296f4c217_original.png?crop=faces&w=48&h=27&fit=crop&v=1463761369&auto=format&q=92&s=4b18bf8c0f61b541df115a4320f41dc8,95.8704989278501,Bassa
1908,1908,1908,failed,Lombardia,1817821866,8,publishing,1537,1427.0,Art Books,15000.0,https://ksr-ugc.imgix.net/assets/012/271/869/db45bb96f49c778f2bd800189bb02d49_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1463749057&auto=format&q=92&s=bc5ca54488b43c5fd3c3f4b4939590c3,32.6390385848082,Media
1909,1909,1909,failed,Veneto,1819283447,11,design,440,403.0,Graphic Design,3000.0,https://ksr-ugc.imgix.net/assets/015/755/654/33624526369d92a0e6f52a87f2526de3_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1491634996&auto=format&q=92&s=869bc20ba18c104a6fdd5779a113b4d4,92.9492514642687,Bassa
1910,1910,1910,successful,Trentino-Alto Adige,1824216012,207,publishing,12750,11625.0,Art Books,9000.0,https://ksr-ugc.imgix.net/assets/013/927/540/24c31ea43cbffe5a3564428d179ff385_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1475415936&auto=format&q=92&s=d1543af14ca11afe6a5e23c2873a373c,71.5046155817857,Media
1911,1911,1911,failed,Lombardia,1824836574,3,technology,891,815.0,Web,10000.0,https://ksr-ugc.imgix.net/assets/012/182/232/693f5b3d91aca41425319e3a93651787_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1463739786&auto=format&q=92&s=c2034783c2cd424cde530e37b6cd8f86,0.0,Media
1912,1912,1912,successful,Piemonte,1824986358,419,comics,23191,21014.0,Comic Books,7000.0,https://ksr-ugc.imgix.net/assets/012/453/262/183c06356f3ab27ed5ed38a4b3e2af4f_original.png?crop=faces&w=48&h=27&fit=crop&v=1463761829&auto=format&q=92&s=290e5b99b8e7e196e3b3ec87905047be,0.0,Media
1913,1913,1913,failed,Campania,1825507443,1,journalism,1,1.0,Print,750000.0,https://ksr-ugc.imgix.net/assets/012/311/940/496cd8cbbb30aab9a62d9dae170acded_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1463755467&auto=format&q=92&s=ca8ac026d877df796cb0714f6da747d8,0.670205007617113,Alta
1914,1914,1914,successful,Piemonte,1827747932,117,design,26914,17801.0,Product Design,15000.0,https://ksr-ugc.imgix.net/assets/021/601/205/e701999ab40a3371607b053f5719d1ea_original.jpg?ixlib=rb-1.1.0&crop=faces&w=48&h=27&fit=crop&v=1530132296&auto=format&frame=1&q=92&s=9f6ddb50f566e570ae43c71f914b97ff,0.0,Media
1915,1915,1915,failed,Lombardia,1829105994,0,theater,0,0.0,Musical,10000.0,https://ksr-ugc.imgix.net/assets/012/365/869/04b9be2b0ec0ddc9a8ff9df579ee0402_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1463757110&auto=format&q=92&s=ce0feb239afc74f38e0a432efac91934,16.5684988253051,Media
1916,1916,1916,successful,Lombardia,1829281674,201,games,8459,7569.0,Live Games,4500.0,https://ksr-ugc.imgix.net/assets/016/160/341/f22ce1cfaedd26f9c62ae13a05bd1254_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1491499764&auto=format&q=92&s=7fabd8c8ba5a015de5dfc44ceccd5269,35.8078940753398,Media
1917,1917,1917,successful,Lombardia,1831553444,62,publishing,6843,6007.0,Art Books,4000.0,https://ksr-ugc.imgix.net/assets/023/203/437/58f1b4b815727bd38581f2f263e1727b_original.jpg?ixlib=rb-1.1.0&crop=faces&w=48&h=27&fit=crop&v=1544735104&auto=format&frame=1&q=92&s=86bca092e32aba2def4cfad9f82fcd47,23.6225090695824,Media
1918,1918,1918,failed,Emilia-Romagna,1833431792,4,photography,419,370.0,Photobooks,15000.0,https://ksr-ugc.imgix.net/assets/012/256/973/0f139ce2cec4c170a0deb86274d9227c_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1463747135&auto=format&q=92&s=3caf5d1bffb9d03b33b72f12330b122e,0.0,Media
1919,1919,1919,failed,Liguria,1833553498,1,comics,1,1.0,Anthologies,1500.0,https://ksr-ugc.imgix.net/assets/021/205/088/6bd2068f78f42736cdcdf5ae29c1e562_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1526841113&auto=format&q=92&s=668ecc761f939dde076368fa8e6b701e,64.7304406634493,Bassa
1920,1920,1920,failed,Emilia-Romagna,1834413132,6,design,226,201.0,Interactive Design,20000.0,https://ksr-ugc.imgix.net/assets/012/186/264/4b67137776936edf95023d36886b6ca7_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1463740059&auto=format&q=92&s=7f34b83c2ea1c1c77206835bc8ec30c0,33.026950224571,Alta
1921,1921,1921,failed,Calabria,1834450342,0,technology,0,0.0,Apps,3000.0,https://ksr-ugc.imgix.net/assets/020/704/760/adc3a3155658734345a9e35161cd41c7_original.jpg?ixlib=rb-1.1.0&crop=faces&w=48&h=27&fit=crop&v=1522529951&auto=format&frame=1&q=92&s=2196e465e7411e068563cd02fab7487e,90.2525089176793,Bassa
1922,1922,1922,failed,Marche,1834947737,5,fashion,156,142.0,Accessories,15000.0,https://ksr-ugc.imgix.net/assets/012/252/472/af2cfae7a0feb9a67c1421964b794f85_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1463746694&auto=format&q=92&s=5587ee033dfd15f886f016198ff695bf,0.0,Media
1923,1923,1923,successful,Piemonte,1834969551,179,games,10021,8911.0,Tabletop Games,2500.0,https://ksr-ugc.imgix.net/assets/016/150/068/3e2e7934b3de9000571129b41c64c976_original.png?crop=faces&w=48&h=27&fit=crop&v=1496305133&auto=format&q=92&s=7b79c8d7b20dc8907d4667ecd23787a4,29.0380045273955,Bassa
1924,1924,1924,successful,Piemonte,1838196819,258,games,20763,17519.0,Playing Cards,4860.0,https://ksr-ugc.imgix.net/assets/020/555/597/61a970f2e53bb7882cfc3cd31b9742c9_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1525813721&auto=format&q=92&s=f2225163edb703777ec8202aad27af07,69.8325858513813,Media
1925,1925,1925,failed,Piemonte,1839918103,2,technology,2,2.0,Gadgets,40000.0,https://ksr-ugc.imgix.net/assets/012/335/317/9ee1b09d6b763e4ec1f6c757e390e781_original.JPG?crop=faces&w=48&h=27&fit=crop&v=1463755915&auto=format&q=92&s=2f443eb66f66ecfe1f8c54ae6603e584,4.25326773900653,Alta
1926,1926,1926,successful,Lombardia,1841073762,48,games,5163,4196.0,Tabletop Games,3200.0,https://ksr-ugc.imgix.net/assets/020/507/810/b90c966bd8b5f15f4be8e740563369d3_original.png?ixlib=rb-1.1.0&crop=faces&w=48&h=27&fit=crop&v=1521395051&auto=format&frame=1&q=92&s=205d29bd5d6861eca894a88f85ad32cc,-24.2679769060425,Media
1927,1927,1927,successful,Lazio,1841957258,911,games,28036,24243.96,Tabletop Games,4000.0,https://ksr-ugc.imgix.net/assets/021/182/668/01f8d09c5034292871d563dd02f3c675_original.jpg?ixlib=rb-1.1.0&crop=faces&w=48&h=27&fit=crop&v=1527658594&auto=format&frame=1&q=92&s=2bd089e1de34059fc1ae5158c8410673,29.1289095024251,Media
1928,1928,1928,successful,Veneto,1842517717,29,publishing,1114,1059.0,Fiction,800.0,https://ksr-ugc.imgix.net/assets/014/690/485/e94f3fa5ac0c45dd4ba1282d527b77de_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1480349065&auto=format&q=92&s=1371f95f0035aaa541541016394e688e,0.0,Bassa
1929,1929,1929,failed,Veneto,1843322634,4,technology,132,121.0,Apps,1000000.0,https://ksr-ugc.imgix.net/assets/013/265/644/84ca5bba033daf286ca99125c5d2205b_original.JPG?crop=faces&w=48&h=27&fit=crop&v=1470245846&auto=format&q=92&s=9ce65ca88c0e6b2b4a56f322ef78966c,6.1974919250666,Alta
1930,1930,1930,successful,Toscana,1843400832,361,crafts,14714,13186.8,Food,2500.0,https://ksr-ugc.imgix.net/assets/012/853/685/c357262c76af49be9b1874c485be04af_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1470497418&auto=format&q=92&s=a604d9f956d3c680d5e99610a3137760,42.025274798257,Bassa
1931,1931,1931,failed,Piemonte,1843688742,1,Film & Video,5,5.0,Webseries,500.0,https://ksr-ugc.imgix.net/assets/014/653/381/d25008eeeed5af1d4690dbd25b1a8646_original.png?crop=faces&w=48&h=27&fit=crop&v=1480015833&auto=format&q=92&s=dc1a8bd13203ce577a3a73fc9eefbe65,0.0,Bassa
1932,1932,1932,failed,Sicilia,1843744735,0,Film & Video,0,0.0,Drama,500.0,https://ksr-ugc.imgix.net/assets/014/304/576/16c9d54d09d10946862163e414ff61c5_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1477700402&auto=format&q=92&s=dba2b60faf6a975b9f0be4fb18ef91d5,10.6039883044068,Bassa
1933,1933,1933,failed,Lombardia,1846329338,4,technology,117,101.0,Web,1600.0,https://ksr-ugc.imgix.net/assets/020/781/185/37ce29d41fa1679dcaa7c8bc56c2ed4d_original.png?ixlib=rb-1.1.0&crop=faces&w=48&h=27&fit=crop&v=1524066269&auto=format&frame=1&q=92&s=d2410232cfcda7b32e65dd66352ac30c,0.0,Bassa
1934,1934,1934,failed,Veneto,1846681496,4,art,316,270.0,Ceramics,4153.0,https://ksr-ugc.imgix.net/assets/018/244/229/cf53919edaaff9f95e8428f72b9906b3_original.JPG?crop=faces&w=48&h=27&fit=crop&v=1504863954&auto=format&q=92&s=539f53226c120a9cb84a868660fcfa3e,34.1295150731193,Media
1935,1935,1935,failed,Piemonte,1846979066,2,fashion,14,12.0,Couture,950.0,https://ksr-ugc.imgix.net/assets/020/528/366/1b803b3359f081746fe2fdd65ae9f8a3_original.png?crop=faces&w=48&h=27&fit=crop&v=1521053936&auto=format&q=92&s=0c697d71eea1e8fbb0a7ae5521503f7f,-32.0215598499266,Bassa
1936,1936,1936,failed,Piemonte,1848224275,11,fashion,1655,1473.0,Accessories,6000.0,https://ksr-ugc.imgix.net/assets/012/419/021/5606cc4310d086d9302ee64c710a6df5_original.JPG?crop=faces&w=48&h=27&fit=crop&v=1463760309&auto=format&q=92&s=42e747d1560d05daced146e8bdc74ead,9.92741683350059,Media
1937,1937,1937,successful,Lombardia,1851099029,54,technology,21652,19345.0,Sound,16000.0,https://ksr-ugc.imgix.net/assets/016/292/172/1c6e187f480879572774db47786613fc_original.JPG?crop=faces&w=48&h=27&fit=crop&v=1497198766&auto=format&q=92&s=85ff470f798d99cce18956ac7a8791f4,65.3121290544073,Alta
1938,1938,1938,failed,Liguria,1851125603,2,music,2,2.0,Kids,7000.0,https://ksr-ugc.imgix.net/assets/021/431/148/2e92d2b545d1c5c0911097713efc99d0_original.png?crop=faces&w=48&h=27&fit=crop&v=1527835778&auto=format&q=92&s=ed3c78f3120089a20f58cd5f62986466,53.4687529008242,Media
1939,1939,1939,failed,Piemonte,1853878763,4,fashion,265,216.0,Accessories,3500.0,https://ksr-ugc.imgix.net/assets/020/023/373/c956f1b4b906259dc538a1b964bb6ee5_original.png?crop=faces&w=48&h=27&fit=crop&v=1517336026&auto=format&q=92&s=73f902e044595b44de8d69e957d27929,132.011032533631,Media
1940,1940,1940,failed,Umbria,1854576290,4,music,58,52.0,Classical Music,2000.0,https://ksr-ugc.imgix.net/assets/012/365/985/fbc4d0d05bf2f2ab745dce4ac055ab95_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1463757121&auto=format&q=92&s=c1f19b3195db303f9db5fb2a8f122646,17.2608628359506,Bassa
1941,1941,1941,failed,Lombardia,1855893897,1,technology,1,1.0,Fabrication Tools,150000.0,https://ksr-ugc.imgix.net/assets/016/714/333/ced7fbbc27f6462fd1313fc9c168aa8e_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1496167682&auto=format&q=92&s=9cad47c96e74bfcb843c9dee4bda96b3,11.9531076695131,Alta
1942,1942,1942,successful,Emilia-Romagna,1856788511,4,technology,88,83.0,3D Printing,40.0,https://ksr-ugc.imgix.net/assets/014/447/602/4ea0a4fd5589850fd15008da4a97da27_original.png?crop=faces&w=48&h=27&fit=crop&v=1478691480&auto=format&q=92&s=e6a7ea6c433826607314aef8674797da,5.79775181447891,Bassa
1943,1943,1943,failed,Piemonte,1857031321,32,fashion,3208,2823.0,Apparel,10000.0,https://ksr-ugc.imgix.net/assets/022/307/836/f6f6e708df729f54ebde258b167d4abd_original.jpg?ixlib=rb-1.1.0&crop=faces&w=48&h=27&fit=crop&v=1537534921&auto=format&frame=1&q=92&s=852c4c74b20a86458838cfc665e02325,39.46374792808,Media
1944,1944,1944,successful,Piemonte,1857886108,451,games,33820,32153.0,Video Games,30000.0,https://ksr-ugc.imgix.net/assets/014/419/638/d6bf4038340db05ddbd2f82eddce7f51_original.png?crop=faces&w=48&h=27&fit=crop&v=1482495448&auto=format&q=92&s=0c668bb193b6f2fcc358d9d593090f95,30.622396468529,Alta
1945,1945,1945,failed,Lombardia,1858065428,6,technology,1540,1302.0,Hardware,29900.0,https://ksr-ugc.imgix.net/assets/019/831/862/05f238be4897651d6aa63ac3a65edc2f_original.jpg?ixlib=rb-1.1.0&crop=faces&w=48&h=27&fit=crop&v=1522049593&auto=format&frame=1&q=92&s=33fbc36bf610cd063649acc998746678,0.0,Alta
1946,1946,1946,successful,Sicilia,1858085469,81,games,4210,3992.0,Playing Cards,3720.0,https://ksr-ugc.imgix.net/assets/014/479/811/ef766334f65d152ae6248d922f9b920d_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1486133885&auto=format&q=92&s=26b032a43fb13108a9c365e3666ac309,21.2561333817772,Media
1947,1947,1947,successful,Toscana,1858540844,229,games,10557,9315.0,Tabletop Games,2000.0,https://ksr-ugc.imgix.net/assets/023/975/594/2e824973cb8853fda2ca23cfef58fae5_original.jpg?ixlib=rb-1.1.0&crop=faces&w=48&h=27&fit=crop&v=1549179750&auto=format&frame=1&q=92&s=4caebb1c1cdb9aff9f3d77d874a0c778,3.28597075444677,Bassa
1948,1948,1948,failed,Liguria,1859126350,4,Film & Video,21,18.0,Thrillers,150000.0,https://ksr-ugc.imgix.net/assets/017/535/362/9b7dd0421eb4377524b14d18293fd8e4_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1500276657&auto=format&q=92&s=bcf526eb3287b24f1d03fc978a68eb29,105.334100698687,Alta
1949,1949,1949,successful,Toscana,1859295091,16,music,13973,12550.0,Classical Music,12500.0,https://ksr-ugc.imgix.net/assets/012/442/897/b4764f31bc9f419d096cdf30bf06c8d8_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1463761422&auto=format&q=92&s=de3f8eee809438fd12f683657bdff02f,0.0,Media
1950,1950,1950,failed,Piemonte,1859849022,1,technology,1,1.0,Apps,2500.0,https://ksr-ugc.imgix.net/assets/012/715/385/d368fb09dea69ce8dc78cdfa3700871e_original.png?crop=faces&w=48&h=27&fit=crop&v=1476540397&auto=format&q=92&s=74ff606c8c4ca9430812e10746a47f74,0.0,Bassa
1951,1951,1951,failed,Lazio,1860224943,8,theater,264,228.0,Experimental,2000.0,https://ksr-ugc.imgix.net/assets/021/460/008/c1548c537275e92fc3254a334c53d31c_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1528099137&auto=format&q=92&s=c852e6deada1335c04f47552c65111b8,4.86077250157686,Bassa
1952,1952,1952,failed,Toscana,1860368817,0,food,0,0.0,Restaurants,2500.0,https://ksr-ugc.imgix.net/assets/012/411/939/7536ee975e74a3d63458743e82907235_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1472726025&auto=format&q=92&s=7ae01edb40384ce52fbdd31127682354,25.2948279033753,Bassa
1953,1953,1953,failed,Piemonte,1862039639,16,technology,3686,3097.0,Wearables,70000.0,https://ksr-ugc.imgix.net/assets/019/216/704/cdd2bc95d9ca9d52d73890d853fdc5ea_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1510672294&auto=format&q=92&s=3ed02e750f34f7be4d3fb6133caf026a,34.9364228697835,Alta
1954,1954,1954,failed,Marche,1862171014,56,food,1150,1025.0,Spaces,15000.0,https://ksr-ugc.imgix.net/assets/013/214/174/8d7743eec13b8f85c9bb801991a1897b_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1471474151&auto=format&q=92&s=cca4697128b79b55ddd6a94193af4d58,60.2241732807239,Media
1955,1955,1955,failed,Emilia-Romagna,1862195704,6,technology,186,165.0,Robots,100000.0,https://ksr-ugc.imgix.net/assets/024/932/148/7aa56a4f7ca151edc45522d8cddd33c5_original.jpg?ixlib=rb-2.1.0&crop=faces&w=48&h=27&fit=crop&v=1556448302&auto=format&frame=1&q=92&s=2e24bdf1382f4343c4517af117742115,0.0,Alta
1956,1956,1956,failed,Lazio,1862961168,1,photography,36,30.0,Fine Art,8500.0,https://ksr-ugc.imgix.net/assets/019/528/788/17ccfe71b3173ded961841cc14d388a1_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1513705138&auto=format&q=92&s=16207428130c400e947a3985a237c2fd,25.561191551987,Media
1957,1957,1957,successful,Sardegna,1863219217,488,games,19732,16636.0,Tabletop Games,3000.0,https://ksr-ugc.imgix.net/assets/017/920/727/d8ec39d452b363483393251b5d31fc05_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1506007951&auto=format&q=92&s=230702f1de86891f7325998d5410a7cf,153.83055852173,Bassa
1958,1958,1958,failed,Lombardia,1863906597,0,technology,0,0.0,Web,100000.0,https://ksr-ugc.imgix.net/assets/012/194/290/c87f5452c883fe54cdd52a39ca0e5033_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1463740830&auto=format&q=92&s=3ea7bede5c1628c2424fe5112740b767,0.0,Alta
1959,1959,1959,successful,Toscana,1865569050,27,technology,1821,1643.0,Gadgets,500.0,https://ksr-ugc.imgix.net/assets/012/984/472/fe2307762849dca24e839694092a356d_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1467889017&auto=format&q=92&s=136144d269dbff8925992e7b16c4a25f,47.6339344458833,Bassa
1960,1960,1960,failed,Lazio,1866686483,1,publishing,29,25.0,Academic,20000.0,https://ksr-ugc.imgix.net/assets/020/674/280/efd2454b1bf967dd03f0ce596c9eafb0_original.png?crop=faces&w=48&h=27&fit=crop&v=1522078451&auto=format&q=92&s=05a847ce3956e476564e1987b5b234ec,57.7998994758018,Alta
1961,1961,1961,failed,Piemonte,1867041907,3,technology,3,3.0,Gadgets,15000.0,https://ksr-ugc.imgix.net/assets/021/374/437/2213f8eefc65452f18ffc2ed25979f70_original.jpg?ixlib=rb-1.1.0&crop=faces&w=48&h=27&fit=crop&v=1529079659&auto=format&frame=1&q=92&s=0bcdfedf6dd8cb9291efb9948c2b680f,-1.54563083793269,Media
1962,1962,1962,failed,Piemonte,1867686901,2,technology,22,20.0,Space Exploration,3000.0,https://ksr-ugc.imgix.net/assets/016/373/109/c4301ad4769f545ad3c5e18aeaee3b9f_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1493020207&auto=format&q=92&s=937ad1de3c32ade49ee0660f2f1afc3c,125.094205276756,Bassa
1963,1963,1963,successful,Toscana,1867942100,74,technology,2071,1967.76,Space Exploration,1500.0,https://ksr-ugc.imgix.net/assets/014/358/269/9dacdcdb55b2e517568fa08f9a6a152b_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1478085917&auto=format&q=92&s=10dcf9c8c1a5beda2d6464888024736a,13.7820799202053,Bassa
1964,1964,1964,failed,Piemonte,1868044364,79,technology,49773,45116.0,DIY Electronics,70000.0,https://ksr-ugc.imgix.net/assets/012/169/117/dd39f7405e40134c8db95b85aff65d0a_original.png?crop=faces&w=48&h=27&fit=crop&v=1463739292&auto=format&q=92&s=d97ff163a02abfe1d417c5aea3df3e6d,76.190911768322,Alta
1965,1965,1965,failed,Piemonte,1868500988,2,food,8,8.0,Vegan,100000.0,https://ksr-ugc.imgix.net/assets/014/870/248/ac38c6f90827998e1a2b08823ec36e31_original.png?crop=faces&w=48&h=27&fit=crop&v=1481643549&auto=format&q=92&s=f089ef8396cb644312c99c39832e60bf,19.8290936250539,Alta
1966,1966,1966,successful,Toscana,1869160125,60,games,1448,1278.0,Tabletop Games,550.0,https://ksr-ugc.imgix.net/assets/024/104/974/42c72d6d0b85b4d4ba541bd844779823_original.png?ixlib=rb-1.1.0&crop=faces&w=48&h=27&fit=crop&v=1550251925&auto=format&frame=1&q=92&s=adec99773a037cd2505ab4180f8d4e2d,0.0,Bassa
1967,1967,1967,successful,Emilia-Romagna,1869212167,263,crafts,40655,36268.0,Food,25000.0,https://ksr-ugc.imgix.net/assets/012/246/507/15c133945ffac5010747d6e03fb68a06_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1463746064&auto=format&q=92&s=5534ab9b5a1cf166ee886cc0f189a6f6,2.1288849948364,Alta
1968,1968,1968,successful,Piemonte,1873996085,22,comics,628,564.0,Graphic Novels,500.0,https://ksr-ugc.imgix.net/assets/012/431/903/c2c855cdda3fa4de0b57c96184269b03_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1463760845&auto=format&q=92&s=7f37d0bb6a61c99fc470054a71738a00,2.69138977150473,Bassa
1969,1969,1969,failed,Lazio,1874562522,0,art,0,0.0,Digital Art,400000.0,https://ksr-ugc.imgix.net/assets/012/246/221/418e2a8013fb10d09e32498d88dc2f3e_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1463746033&auto=format&q=92&s=67087155a2dd01de25d146d547055657,8.65788688176187,Alta
1970,1970,1970,failed,Emilia-Romagna,1875941267,0,technology,0,0.0,Software,130000.0,https://ksr-ugc.imgix.net/assets/012/305/826/937e7fb3d91e2e30542f4772f361a748_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1463754916&auto=format&q=92&s=17779a8bca24950e65410e30a6c714fc,110.175522110144,Alta
